ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
512,512,271.50,64,25.92,47.116,63,26.03,14281780
2048,1536,334.82,64,25.94,40.158,63,25.97,24118324
8192,6144,355.40,64,25.70,40.780,63,25.74,63464500
32703,24511,662.39,64,25.27,41.405,63,25.31,0
