ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
512,512,277.43,64,24.52,43.210,63,24.56,14281780
2048,1536,335.88,64,24.07,43.733,63,24.11,24118324
8192,6144,355.34,64,23.82,42.108,63,23.84,63464500
32703,24511,662.10,64,23.36,43.621,63,23.38,0
