ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
512,512,246.09,64,19.00,56.236,63,19.03,14281780
2048,1536,317.48,64,19.01,54.070,63,19.03,24118324
8192,6144,339.50,64,18.80,55.941,63,18.82,63464500
32703,24511,648.36,64,18.44,55.010,63,18.46,0
