ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,269.84,64,32.86,31.534,63,32.90,177812892
2048,1024,262.22,64,30.01,32.943,63,30.02,0
