ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,268.48,64,32.65,32.376,63,32.71,177812892
2048,1024,261.48,64,29.84,33.127,63,29.86,0
