ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,269.51,64,36.40,28.894,63,36.46,177812892
2048,1024,262.26,64,34.95,28.144,63,34.97,0
