ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,268.56,64,36.22,30.309,63,36.31,177812892
2048,1024,261.25,64,34.77,28.278,63,34.79,0
