ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,269.62,64,36.38,28.959,63,36.45,177812892
2048,1024,261.31,64,34.81,28.315,63,34.83,0
