ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,269.65,64,32.83,31.740,63,32.88,177812892
2048,1024,262.23,64,29.97,32.965,63,29.98,0
