ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
32768,32768,235.60,256,15.01,9447.358,255,33.55,937764252
100352,67584,240.64,256,31.41,132.308,255,31.80,0
