ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
32768,32768,229.08,256,32.37,70.505,255,32.53,937764252
100352,67584,246.65,256,34.22,32.324,255,34.23,0
