ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,220.96,256,29.96,32.985,255,29.98,177812892
2048,1024,198.09,256,28.20,35.614,255,28.22,0
