ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,197.45,256,25.53,38.591,255,25.57,177812892
2048,1024,188.76,256,25.15,38.285,255,25.16,0
