ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,269.63,256,36.31,28.983,255,36.34,177812892
2048,1024,244.01,256,34.79,28.438,255,34.82,0
