ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,179.47,256,25.27,39.395,255,25.29,177812892
2048,1024,171.04,256,24.34,39.897,255,24.35,0
