ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,253.81,256,29.02,112.719,255,29.31,177812892
2048,1024,200.90,256,25.46,38.639,255,25.49,0
