ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
14336,14336,274.72,256,36.83,111.766,255,37.29,496502172
16384,2048,260.52,256,37.71,31.632,255,37.73,0
