ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
14336,14336,279.44,256,37.65,28.756,255,37.66,496502172
16384,2048,261.95,256,37.72,30.529,255,37.74,0
