ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
14336,14336,276.20,256,37.08,29.836,255,37.09,496502172
16384,2048,258.08,256,37.58,28.725,255,37.59,0
