ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
14336,14336,276.98,256,35.96,120.654,255,36.44,496502172
16384,2048,245.05,256,34.17,63.092,255,34.32,0
