ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,264.82,256,32.25,36.111,255,32.52,177812892
2048,1024,260.04,256,29.65,34.464,255,29.85,0
