ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,267.07,256,35.09,30.138,255,35.43,177812892
2048,1024,247.24,256,33.20,28.819,255,33.50,0
