ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,270.92,256,36.37,29.848,255,36.43,177812892
200000,198976,209.74,256,26.30,36.395,255,26.32,0
