ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,251.78,256,35.76,29.578,255,35.79,177812892
2048,1024,236.27,256,34.38,29.142,255,34.41,0
