ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,238.00,256,30.88,32.565,255,30.90,177812892
2048,1024,242.58,256,29.75,34.398,255,29.78,0
