ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,196.00,256,29.49,32.332,255,29.51,177812892
2048,1024,178.76,256,28.02,32.332,255,28.03,0
