ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,268.03,256,33.96,29.689,255,34.00,177812892
2048,1024,220.40,256,32.58,32.395,255,32.62,0
