ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,215.73,256,29.55,35.545,255,29.57,177812892
2048,1024,227.89,256,28.31,35.801,255,28.33,0
