ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
2048,2048,510.09,256,26.64,37.948,255,26.67,202327452
8192,6144,435.87,256,26.43,38.458,255,26.45,349414812
32768,24576,427.91,256,26.07,39.005,255,26.10,937764252
62174,29406,412.32,256,25.79,38.461,255,25.81,0
