ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
2048,2048,429.40,256,21.02,47.766,255,21.04,202327452
8192,6144,378.65,256,20.88,48.742,255,20.89,349414812
32768,24576,371.86,256,20.61,50.758,255,20.62,937764252
62174,29406,358.90,256,20.39,48.883,255,20.40,0
