ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
2048,2048,510.19,256,27.10,36.851,255,27.12,202327452
8192,6144,435.92,256,26.86,37.866,255,26.88,349414812
32768,24576,427.98,256,26.45,38.679,255,26.47,937764252
62174,29406,412.37,256,26.42,38.085,255,26.44,0
