ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
2048,2048,429.40,256,20.95,48.061,255,20.96,202327452
8192,6144,378.50,256,20.80,48.879,255,20.81,349414812
32768,24576,371.66,256,20.57,49.530,255,20.59,937764252
62174,29406,358.84,256,20.41,49.043,255,20.42,0
