ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
2048,2048,510.67,256,27.10,38.201,255,27.12,202327452
8192,6144,435.81,256,26.87,37.966,255,26.89,349414812
32768,24576,427.95,256,26.46,39.017,255,26.49,937764252
62174,29406,412.33,256,26.44,37.984,255,26.46,0
