ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
2048,2048,510.99,256,26.64,37.980,255,26.66,202327452
8192,6144,435.82,256,26.41,38.679,255,26.43,349414812
32768,24576,427.94,256,26.06,39.943,255,26.08,937764252
62174,29406,412.31,256,25.77,38.877,255,25.79,0
