ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
32768,32768,417.21,256,33.79,49.028,255,33.88,937764252
49152,16384,394.63,256,33.41,37.584,255,33.45,0
