ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
32768,32768,261.09,256,31.83,121.133,255,32.19,937764252
100352,67584,230.98,256,31.18,46.174,255,31.23,0
