ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
32768,32768,233.59,256,32.39,84.336,255,32.62,937764252
100352,67584,225.70,256,34.86,33.689,255,34.90,0
