ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
32768,32768,257.84,256,32.84,44.336,255,32.90,937764252
100352,67584,234.18,256,31.65,129.363,255,32.04,0
