ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
512,512,272.93,64,26.14,41.397,63,26.19,14281780
2048,1536,335.64,64,25.99,48.750,63,26.12,24118324
8192,6144,355.60,64,25.73,40.012,63,25.76,63464500
32703,24511,663.28,64,25.32,41.642,63,25.36,0
