ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
512,512,281.99,64,28.81,54.820,63,29.10,14281780
2048,1536,350.50,64,29.13,34.666,63,29.16,24118324
8192,6144,367.97,64,28.76,35.588,63,28.79,63464500
32703,24511,670.41,64,28.21,37.116,63,28.25,0
