ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,236.92,256,31.00,32.426,255,31.02,177812892
2048,1024,228.53,256,29.36,34.264,255,29.38,0
