ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,249.22,256,35.27,30.095,255,35.30,177812892
2048,1024,235.52,256,33.11,29.648,255,33.13,0
