ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1024,1024,250.62,256,32.35,32.359,255,32.38,177812892
2048,1024,243.59,256,29.65,34.751,255,29.68,0
